53  8  19
31  8  65
34  8  70
39  7   0
39  9  77
29  9  85
39  8  70
39  9   0
15 12 100
19 12  78
37 11  55
27  8  78
23  8  98
24  8  59
25  8  87
25 10  75
27  8  70
 9  7 100
37 25  42
20 10  96
23  9  76
11  7  82
14 11  91
10  9 100
13  8  97
45 13  68
 6 12  92
 7  7  95
15 12  96
22 11  91

